1.098612288668109782e+00,8.056290566403854214e-01,-5.447936521761231887e-01,9.851203155253437371e-01,-6.316816153511248810e-01,-4.445454120809576581e-01,-7.298135365479433423e-01,2.994272150080173889e-01,3.457908018529338157e-01,-3.450339813526758781e-01,1.027972149945354019e+00,-1.267896954676635213e+00,3.683305904531350428e-01,3.186596361896991136e-01
1.757857917552373639e+00,-1.224840147800300594e+00,1.869502719824900350e-02,-9.106286800034020246e-01,-6.316816153511248810e-01,-4.445454120809576581e-01,1.040357391584871172e+00,-6.215811104303881063e-01,-6.746625380480534284e-01,-3.450339813526758781e-01,4.158060964455972952e-01,9.573934863983329935e-01,-7.147257324297444647e-01,-6.676987022720709541e-01
1.064710736992428242e+00,-2.096055455799575584e-01,1.068368669042805585e+00,2.880869311054089277e+00,-6.316816153511248810e-01,1.751128720286008855e+00,-1.079476929759363824e+00,-2.087153093717925290e-01,-3.169591431005542304e-01,-3.450339813526758781e-01,1.027972149945354019e+00,-1.349957871799319253e+00,-3.629776642054352020e-01,-2.101736735975625880e-01
2.327277705584417156e+00,1.144040590713833128e+00,2.668673870061543663e-01,-9.106286800034020246e-01,1.583075992237232388e+00,1.751128720286008855e+00,9.944640712258728810e-01,6.270454215160528033e-01,1.431611259612347808e+00,-3.450339813526758781e-01,1.027972149945354019e+00,1.722234513507059361e-02,1.458189812402936214e+00,7.452571328154145025e-01
1.589235205116581007e+00,-2.096055455799575584e-01,2.812708823978098474e-02,9.851203155253437371e-01,-6.316816153511248810e-01,-4.445454120809576581e-01,1.084065315736299384e+00,-1.039461475874310814e+00,-8.010389659076774249e-01,-3.450339813526758781e-01,-1.963599570541593731e-01,1.576485482570432861e+00,-8.915476267909294705e-01,-1.121101706493637717e+00
2.110213200346589435e+00,-1.563251681873748078e+00,-1.076571574398994757e+00,9.851203155253437371e-01,-6.316816153511248810e-01,-4.445454120809576581e-01,1.006370223291799260e-01,-7.068287049809482969e-01,-5.324890567059763491e-01,-3.450339813526758781e-01,-8.085260105539160413e-01,3.696171349640239856e-01,-5.173449605745903401e-01,-6.119673428982113084e-01
1.688249092858390199e+00,4.672175225669377707e-01,1.118803606718890453e+00,-9.106286800034020246e-01,-6.316816153511248810e-01,-4.445454120809576581e-01,1.674122291780570926e+00,-2.037007449864654540e-01,-2.279872326821408557e-01,-3.450339813526758781e-01,-1.963599570541593731e-01,1.065156688445819011e+00,-3.565152318088803396e-01,-4.743664490552086388e-01
1.391281902630929546e+00,4.672175225669377707e-01,-5.807306443937109153e-01,9.851203155253437371e-01,-6.316816153511248810e-01,-4.445454120809576581e-01,1.661989085563206070e-01,-9.341556237824422126e-01,-8.017652672172155270e-01,-3.450339813526758781e-01,1.097230696957189611e-01,7.859496160037596768e-01,-8.724322793336556359e-01,-1.063423297707108750e+00
2.525728644308255610e+00,4.672175225669377707e-01,-1.254437295226697335e+00,9.851203155253437371e-01,1.583075992237232388e+00,-4.445454120809576581e-01,-2.490263708822406108e-01,-4.824924904132623510e-02,1.841887604807135592e-01,-3.450339813526758781e-01,-1.726775090803551072e+00,3.570885367703749980e-01,1.683370841309836941e-01,-9.229630272300379246e-02
1.757857917552373639e+00,-1.224840147800300594e+00,-2.117327429944300121e-01,9.851203155253437371e-01,-6.316816153511248810e-01,-4.445454120809576581e-01,5.923511690327396551e-01,-7.068287049809482969e-01,-5.087026888186045870e-01,-3.450339813526758781e-01,-5.024429838040377350e-01,9.573934863983329935e-01,-7.147257324297444647e-01,-6.676987022720709541e-01
2.091864061678393227e+00,-5.480170796534051814e-01,4.068089454858573872e-01,-9.106286800034020246e-01,-6.316816153511248810e-01,-4.445454120809576581e-01,-1.166892778062218694e+00,1.461134630942122259e+00,-1.662516213714048674e-01,2.142690018652333439e+00,7.218891231954756016e-01,-1.515975194729769715e+00,1.176372903799419584e-01,1.560460313724414183e+00
2.277267285009755948e+00,1.144040590713833128e+00,-8.246767691355292307e-01,9.851203155253437371e-01,-6.316816153511248810e-01,-4.445454120809576581e-01,-7.419467427653034242e-02,-2.053722664482411364e-01,1.115586295269066081e-01,-3.450339813526758781e-01,-8.085260105539160413e-01,4.873258821050316381e-02,-8.843165122534449654e-03,-2.171629776179333504e-01
1.029619417181158125e+00,1.482452124787280612e+00,1.190481672972194316e+00,9.851203155253437371e-01,-6.316816153511248810e-01,-4.445454120809576581e-01,6.076489424857393074e-01,-1.039461475874310814e+00,-7.999495139433704383e-01,-3.450339813526758781e-01,4.158060964455972952e-01,1.291349861190463022e+00,-1.138074083595250752e+00,-1.337736410471949577e+00
1.526056303495049171e+00,1.482452124787280612e+00,2.058119335546352957e+00,-9.106286800034020246e-01,-6.316816153511248810e-01,-4.445454120809576581e-01,1.846768592178709367e+00,-6.215811104303881063e-01,-6.746625380480534284e-01,-3.450339813526758781e-01,-5.024429838040377350e-01,9.573934863983329935e-01,-7.147257324297444647e-01,-6.676987022720709541e-01
1.757857917552373639e+00,-1.224840147800300594e+00,2.125700623160295677e-01,-9.106286800034020246e-01,-6.316816153511248810e-01,-4.445454120809576581e-01,1.040357391584871172e+00,-6.215811104303881063e-01,-6.746625380480534284e-01,-3.450339813526758781e-01,4.158060964455972952e-01,9.573934863983329935e-01,-7.147257324297444647e-01,-6.676987022720709541e-01
2.406043801362275580e+00,-8.864286137268528876e-01,8.011922455933564446e-01,-9.106286800034020246e-01,-6.316816153511248810e-01,-4.445454120809576581e-01,-6.642516503208022449e-01,9.346053704827798070e-01,5.237346226897610091e-01,2.142690018652333439e+00,-1.963599570541593731e-01,-7.381688226738924996e-01,5.650771136363146319e-01,9.789023629441981900e-01
1.960094784047269778e+00,1.144040590713833128e+00,-1.272489756270579031e+00,9.851203155253437371e-01,-6.316816153511248810e-01,-4.445454120809576581e-01,7.125479604491646857e-01,-7.068287049809482969e-01,-5.094289901281426891e-01,-3.450339813526758781e-01,-8.085260105539160413e-01,1.063526123486030484e+00,-5.901122176373878592e-01,-6.927976198777672234e-01
3.214466116379500527e+00,-8.864286137268528876e-01,-2.099414910458897998e-01,-9.106286800034020246e-01,1.583075992237232388e+00,-4.445454120809576581e-01,-1.004194287673870895e-01,5.819143420481091011e-01,1.147082721600809263e+00,-3.450339813526758781e-01,-1.963599570541593731e-01,-3.528824992121437631e-01,1.408037643380855908e+00,9.070833724833377021e-01
2.238579763018133217e+00,-8.864286137268528876e-01,2.920848558441968557e-01,-9.106286800034020246e-01,-6.316816153511248810e-01,-4.445454120809576581e-01,-7.604090834539426469e-01,9.680357997182936769e-01,1.509688650387690290e+00,2.142690018652333439e+00,1.097230696957189611e-01,-1.400190381107135451e+00,1.615621633098067722e+00,1.023966634516694230e+00
1.976854952904734786e+00,4.672175225669377707e-01,1.959170168569449033e-01,-9.106286800034020246e-01,-6.316816153511248810e-01,-4.445454120809576581e-01,1.717830215931998250e+00,-2.037007449864654540e-01,-2.279872326821408557e-01,-3.450339813526758781e-01,-5.024429838040377350e-01,4.873258821050316381e-02,-8.843165122534449654e-03,-2.171629776179333504e-01
